,model,design_ix,enzyme,fold-change,nra_sol
305,"3191,60",23,ED_ICDHym,0.6931471805599453,0.11046798525427697
306,"3191,60",24,EU_DHQS,0.6931471805599453,0.11290085194169035
307,"3191,60",24,EU_CHORM,0.0822987045100396,0.11290085194169035
308,"3191,60",24,EU_ICDHxm,0.40557939657795516,0.11290085194169035
309,"3191,60",25,EU_DHQS,0.6931471805599453,0.09888448044023591
310,"3191,60",25,EU_CHORM,0.24678645671502836,0.09888448044023591
311,"3191,60",25,EU_ME1m,0.6931471805599453,0.09888448044023591
312,"3191,60",26,EU_DHQS,0.6931471805599453,0.10849778226942412
313,"3191,60",26,EU_CHORM,0.24504794994226625,0.10849778226942412
314,"3191,60",26,ED_CPR,0.6931471805599453,0.10849778226942412
315,"3191,60",27,EU_DHQTi,0.228448200163064,0.1413891064268583
316,"3191,60",27,EU_DHQS,0.21446285599217718,0.1413891064268583
317,"3191,60",27,ED_PYRDC,0.5911368411271326,0.1413891064268583
318,"3191,60",28,ED_PYK,0.37934442552193726,0.13343656614845664
319,"3191,60",28,EU_DHQS,0.6931471805599453,0.13343656614845664
320,"3191,60",28,ED_PYRDC,0.5181177121641705,0.13343656614845664
321,"3191,60",29,ED_PYK,0.6089182507257004,0.0639973880898128
322,"3191,60",29,EU_PGL,0.5612621698495863,0.0639973880898128
323,"3191,60",29,EU_GLUDy,0.001,0.0639973880898128
324,"3191,60",30,ED_PYK,0.5946927831076739,0.05960514094181079
325,"3191,60",30,EU_GLUDy,0.014711683620469049,0.05960514094181079
326,"3191,60",30,EU_GND,0.6931471805599453,0.05960514094181079
327,"3191,60",31,ED_PYK,0.575416733521005,0.05314755576444713
328,"3191,60",31,EU_GLUDy,0.03072411056492199,0.05314755576444713
329,"3191,60",31,EU_G6PDH2r,0.6931471805599453,0.05314755576444713
330,"3191,60",32,EU_ASPTA,0.24381055772936217,0.07029836370685504
331,"3191,60",32,EU_GLUDy,0.2863695081735751,0.07029836370685504
332,"3191,60",32,ED_ICDHyr,0.6931471805599453,0.07029836370685504
333,"3191,60",33,ED_PYK,0.5305204791091741,0.04519901270597034
334,"3191,60",33,EU_GLUDy,0.06161937244996325,0.04519901270597034
335,"3191,60",33,ED_MDHm,0.6931471805599453,0.04519901270597034
336,"3191,60",34,EU_PPND2,0.6931471805599453,0.06144738097729985
337,"3191,60",34,ED_PYRDC,0.6931471805599453,0.06144738097729985
338,"3191,60",34,ED_PGK,0.001,0.06144738097729985
339,"3191,60",35,EU_PPND2,0.6931471805599453,0.04695148028055438
340,"3191,60",35,EU_ASPTA,0.44188023722307,0.04695148028055438
341,"3191,60",35,ED_GLNS,0.08033888343870765,0.04695148028055438
342,"3191,60",36,EU_PGL,0.6931471805599453,0.04051923985822881
343,"3191,60",36,EU_PGCD,0.044173411256098326,0.04051923985822881
344,"3191,60",36,EU_FBA3,0.6931471805599453,0.04051923985822881
345,"3191,60",37,EU_HEX1,0.001,0.012735506407924469
346,"3191,60",37,ED_PGK,0.001,0.012735506407924469
347,"3191,60",37,EU_FBA3,0.6931471805599453,0.012735506407924469
348,"3191,60",38,EU_GLUDy,0.19139487808533237,0.06125329332153222
349,"3191,60",38,ED_ICDHyr,0.6931471805599453,0.06125329332153222
350,"3191,60",38,EU_FBA3,0.6931471805599453,0.06125329332153222
351,"3191,61",0,EU_HEX1,0.14426778806490934,0.203713592518842
352,"3191,61",0,ED_PRPPS,0.4041378821671662,0.203713592518842
353,"3191,61",0,ED_PYK,0.6931471805599453,0.203713592518842
354,"3191,61",1,EU_HEX1,0.3246137862758647,0.23247872801646863
355,"3191,61",1,ED_PYK,0.6931471805599453,0.23247872801646863
356,"3191,61",1,EU_PRFGS,0.045578913723885575,0.23247872801646863
357,"3191,61",2,ED_PYK,0.30976332243240223,0.1143089265508655
358,"3191,61",2,ED_ALDD2y,0.4305523288756973,0.1143089265508655
359,"3191,61",2,ED_PDHm,0.2113323267165831,0.1143089265508655
360,"3191,61",3,ED_PRPPS,0.05127902425979916,0.07032757960330766
361,"3191,61",3,ED_PDHm,0.24622909581120428,0.07032757960330766
362,"3191,61",3,ED_PFK,0.001,0.07032757960330766
363,"3191,61",4,ED_PYK,0.24069956768701473,0.10375143097026988
364,"3191,61",4,EU_AKGDbm,0.001,0.10375143097026988
365,"3191,61",4,EU_TAL,0.5714104452041149,0.10375143097026988
366,"3191,61",5,ED_PYK,0.24048019847618643,0.10322934932446647
367,"3191,61",5,EU_TAL,0.5713053542412148,0.10322934932446647
368,"3191,61",5,EU_SUCOASm,0.001,0.10322934932446647
369,"3191,61",6,ED_PYK,0.24033221865384735,0.10380796930603972
370,"3191,61",6,EU_TAL,0.5724279397361322,0.10380796930603972
371,"3191,61",6,EU_GCC2cm,0.001,0.10380796930603972
372,"3191,61",7,ED_PYK,0.47871700910661996,0.07996949388361613
373,"3191,61",7,EU_PPND2,0.6931471805599453,0.07996949388361613
374,"3191,61",7,ED_MDH,0.4100730880277493,0.07996949388361613
375,"3191,61",8,ED_PYK,0.3782974549413964,0.059638663360921634
376,"3191,61",8,EU_SUCOASm,0.001,0.059638663360921634
377,"3191,61",8,EU_PPND2,0.6931471805599453,0.059638663360921634
378,"3191,61",9,ED_PYK,0.2400488650170909,0.10367577825612985
379,"3191,61",9,EU_TAL,0.5731043596659876,0.10367577825612985
380,"3191,61",9,ED_NADH2_u6m,0.001,0.10367577825612985
381,"3191,61",10,ED_PYK,0.4102973477412528,0.06968508244765999
382,"3191,61",10,EU_AKGDbm,0.10102308798333279,0.06968508244765999
383,"3191,61",10,EU_PPND2,0.6931471805599453,0.06968508244765999
384,"3191,61",11,ED_PYK,0.4102973477409217,0.0696850824476395
385,"3191,61",11,EU_GCC2cm,0.16708781194253342,0.0696850824476395
386,"3191,61",11,EU_PPND2,0.6931471805599453,0.0696850824476395
387,"3191,61",12,ED_PYK,0.4102973477409151,0.06968508244761559
388,"3191,61",12,EU_PPND2,0.6931471805599453,0.06968508244761559
