,EU_PPND2,ED_PGK,ED_PYRDC,EU_ASPTA,ED_GLNS,EU_PGL,EU_PGCD,EU_FBA3,EU_HEX1,EU_GLUDy,ED_ICDHyr,solution
0,0.6539197916969912,0.6931471805599454,0.5462898162273297,,,,,,,,,0.13132030616727727
1,0.6931471805599454,,,0.5168930157224738,0.2784470957954705,,,,,,,0.1295095144447017
2,,,,,,0.24239831234966444,0.45300115283835796,0.6931471805599454,,,,0.12868245307560547
3,,0.6931471805599454,,,,,,0.6931471805599454,0.2723477123532392,,,0.1263281083090979
4,,,,,,,,0.6216591137832236,,0.6931471805599454,0.6775423607860726,0.12376581291839109
