,EU_TAL,ED_CSm,ED_SUCD2_u6m,ED_PGM,ED_PYRDC,solution
0,0.6931471805599454,0.07674014214871416,0.6931471805599453,,,0.30265916383421726
1,0.6931471805599454,,,0.3801900678170941,0.6931471805599453,0.285881664709984
