,EU_DHQTi,EU_DHQS,ED_PYRDC,ED_PYK,solution
0,0.6931471805599454,0.6931471805599454,0.518333650813381,,0.19995368962414278
1,,0.6931471805599454,0.513082740155346,0.4937486951864613,0.1635767910968768
