,EU_ASPTA,EU_HEX1,EU_TAL,EU_r_4235,EU_PGI,solution
0,0.3009937996940798,0.06481737760286332,0.44312303964466837,,,0.2241002439665231
1,0.3009937996940795,,0.44312303964466826,0.3198355486538491,,0.22410024396652295
2,0.3143287657976531,,0.4063881169706163,,0.4529976343667305,0.2038040412471512
