,count,mean,std,min,25%,50%,75%,max,CV
km_substrate1_ACOTAim,9.0,0.045544620165370274,0.0404085851113387,0.0031867530525989296,0.016054538253936514,0.030395096091815253,0.06843433077302286,0.11089919461666821,0.8872306973824157
km_product1_ACOTAim,9.0,1.35738509084851e-06,1.8421732783177671e-06,2.832313388543411e-08,1.8413380020793665e-07,3.2191553586666025e-07,1.5553881306828253e-06,5.447607821008384e-06,1.3571486019241694
km_substrate2_ACOTAim,9.0,1.2248092649304683e-05,1.4257381615401916e-05,8.127964310599087e-07,2.4316570060271716e-06,2.6933649231190647e-06,1.7783107596989382e-05,4.217796149984814e-05,1.1640491318630986
km_product2_ACOTAim,9.0,0.006766656825473571,0.01396414218543546,3.324571268338823e-05,0.0002566879509275773,0.0018429967620564815,0.004968814247647617,0.043567685078810724,2.0636693341483543
km_substrate1_ACS,9.0,0.08467241428763857,0.08192832459408828,0.016425879223425886,0.017906484313230872,0.03956982479588073,0.12338944902989657,0.2513074859807098,0.9675916918557629
km_product1_ACS,9.0,0.06615847967373148,0.035846972119897326,0.022198754117050443,0.03606044378551538,0.0689253566613691,0.09950567404140583,0.11836234690126023,0.5418348833993918
km_substrate2_ACS,9.0,0.002239955571014673,0.004214431034382279,2.7734067578939296e-06,0.00044530181930365156,0.0005976203587394329,0.0016901228038463546,0.013240122544915281,1.881479744025991
km_product2_ACS,9.0,0.0010613825397347005,0.003043706167583119,4.423422150321501e-06,1.1537643069737163e-05,1.908718915664633e-05,5.284218004577318e-05,0.009175789136632376,2.867680646361408
km_substrate3_ACS,9.0,7.119674922433535e-06,7.473482263658127e-06,1.448907097006726e-07,4.3124168780819835e-06,5.807991415609697e-06,7.498532384032737e-06,2.5867501042420598e-05,1.0496943111980819
km_product3_ACS,9.0,0.0008399755931760146,0.0015636213066403146,8.11073943773411e-06,0.00011047700194437536,0.00026299205855387386,0.00043736740027209284,0.004872975223973242,1.8615080239750037
km_substrate1_ACSm,9.0,0.0017688314984653428,0.001974669526234528,9.27479502816498e-05,0.00018576965316912154,0.001418335022054897,0.0017733416797569039,0.0060602002097436165,1.1163694947471097
km_product1_ACSm,9.0,5.652485194998169e-08,7.806416933778515e-08,5.573854302630276e-09,1.2260013290460306e-08,2.696872384569496e-08,5.898009364796436e-08,2.5508005718621117e-07,1.3810592446462913
km_substrate2_ACSm,9.0,2.2319142855783693e-08,3.407044840972987e-08,1.5269657246747983e-09,3.871163147466332e-09,1.3828291348317034e-08,1.7011653264734168e-08,1.1135600707476489e-07,1.5265124037189892
km_product2_ACSm,9.0,1.7845575928120983e-06,3.246881730093509e-06,6.405624944789358e-08,4.146613788339297e-07,4.651200755565694e-07,1.855063360339831e-06,1.025225409187249e-05,1.8194323025333614
km_substrate3_ACSm,9.0,9.739550516027318e-05,7.507939692609754e-05,1.3808927147555521e-05,3.409765493673085e-05,8.532788313639129e-05,0.000108312448177446,0.00023777394152232223,0.7708712717547649
km_product3_ACSm,9.0,3.124308815340157e-05,6.466188882507316e-05,4.96514301685153e-07,1.1629347091971905e-06,3.0861716378484057e-06,1.053470735544747e-05,0.00019589744366146415,2.0696382030991116
km_substrate_ACTPtex,9.0,1.6107016071757459e-06,1.4805165111880463e-06,8.348410899612577e-08,3.22894364825799e-07,1.4873424628801642e-06,2.0244477471698027e-06,4.637502762829624e-06,0.9191749139581662
km_product_ACTPtex,9.0,2.0422906204017903e-06,4.756814390035848e-06,4.260924841109722e-09,2.640849097602767e-08,5.511647194411967e-07,8.856634844801464e-07,1.4661803277033929e-05,2.3291564591821
km_substrate_ACtr,9.0,3.995987424791723e-06,4.594311203259365e-06,1.2531851784189242e-07,7.304918263702267e-07,2.6652844304166925e-06,5.430669286489906e-06,1.4314497620918202e-05,1.1497311464884872
km_product_ACtr,9.0,1.4989914555303714e-06,1.8614931060897267e-06,1.7421178157031615e-08,2.93782856270996e-07,6.84752140604525e-07,1.838952561726321e-06,5.6020641076522014e-06,1.2418303648242581
km_substrate1_ADCS,9.0,0.11164944929331067,0.15722866249500386,0.002283285731437417,0.006614069387917981,0.018690657171694366,0.20129818260843801,0.3803056208166931,1.4082350024132544
km_product1_ADCS,9.0,0.4921055159388295,0.7872532086448322,0.006879176331858555,0.083714525721375,0.10242869335278096,0.6800442344936646,2.444877276554838,1.599765056774309
km_substrate2_ADCS,9.0,3.510661478923313e-06,4.328618120587091e-06,3.4756820367583306e-07,8.985652179552227e-07,1.9358140033532918e-06,3.0203356106680163e-06,1.3795789434184185e-05,1.2329921715820455
km_product2_ADCS,9.0,1.3276690290066588e-07,1.3740703487656838e-07,7.462323956783329e-10,1.6061856215627906e-08,9.078320275873657e-08,2.3071057768728858e-07,3.458164904131159e-07,1.0349494631156242
km_substrate1_ADK1,9.0,0.0005462699500294013,0.000656646323364707,2.8861345793106233e-05,7.789616374660689e-05,0.00017784981432779825,0.0006249906755422689,0.001653816829881688,1.2020546312850724
km_product1_ADK1,9.0,0.0004203073267064997,0.0005229374858665209,3.231157021464126e-05,0.00015086446770507084,0.00024693507781470866,0.0003949617264768202,0.001719677384601273,1.2441788487586554
km_substrate2_ADK1,9.0,3.5146460596436295e-05,2.7541517878277747e-05,9.608156876142448e-06,1.527302228676222e-05,2.109498675617173e-05,4.773303326763137e-05,9.432637816337421e-05,0.7836213778257474
km_substrate1_ADK1m,9.0,5.1356429504894775e-09,3.967156240473661e-09,5.286508124628091e-10,2.297985214852867e-09,4.889991977887208e-09,7.909164635174068e-09,1.2160426219091101e-08,0.7724750880696549
km_product1_ADK1m,9.0,1.599695550709299e-07,2.8005446314971097e-07,5.0550628864607985e-09,9.745795167298186e-09,3.415432836039449e-08,1.1529549020547624e-07,8.458502715679216e-07,1.7506735142542333
km_substrate2_ADK1m,9.0,6.250319652326766e-06,1.4786853354106984e-05,9.18875338598709e-08,7.00162130001914e-07,1.601193583728209e-06,2.1390854744208115e-06,4.557944667128236e-05,2.365775540552135
km_substrate_ADSL1r,9.0,9.67504866920268e-05,0.00020667901598501976,4.168270041764325e-07,6.125525102998458e-06,1.2567737360740925e-05,6.917495562477617e-05,0.0006426421915071592,2.1362064734921087
km_product1_ADSL1r,9.0,0.0001216905423276449,0.0001650417423994787,5.821312340190721e-06,3.1424301585323076e-05,7.724503969905272e-05,0.00012568342676989158,0.0005362616455612202,1.3562413252717136
km_product2_ADSL1r,9.0,0.00014165938636525943,0.00031114453929772693,1.0214088596634438e-05,1.812468755474788e-05,2.2381911597609808e-05,9.215336706882329e-05,0.0009660549770731133,2.1964272702372236
km_substrate_ADSL2r,9.0,7.919989963745578e-06,1.8135310762920163e-05,4.586444927602376e-08,4.4046252081298116e-07,1.4696870348326527e-06,2.0584229578501333e-06,5.575494869395841e-05,2.2898148666773666
km_product1_ADSL2r,9.0,4.9892081231659775e-05,7.45479077774859e-05,2.116396504953131e-06,1.2071571238009953e-05,1.5011088432050978e-05,6.652769089456225e-05,0.00023164729502820304,1.494183163683707
km_product2_ADSL2r,9.0,4.957947427538522e-07,5.777510610903973e-07,8.843651574069086e-08,1.5339204402829625e-07,2.0945974717323508e-07,6.697054021359516e-07,1.8695086449488377e-06,1.1653029192712396
km_substrate1_ADSS,9.0,7.199576647568485e-05,9.497096498217044e-05,1.579439183867485e-06,3.6350557538101913e-06,1.2353792449159578e-05,0.0001309192418185162,0.0002338149792217434,1.3191187431033882
km_product1_ADSS,9.0,0.018377223288741862,0.026578538300178506,0.00011430879761050346,0.0005712677004923434,0.00191963277504264,0.032490836841882066,0.0771384071569337,1.446276071339944
km_substrate2_ADSS,9.0,0.00031698162188842127,0.00048165278097569547,7.044297476956217e-06,5.258367716320099e-05,0.00010886126537050629,0.00015298295937215842,0.001349074078029421,1.519497496751528
km_product2_ADSS,9.0,0.001122839471464443,0.003092520673871287,6.888188983099146e-06,3.689276043125305e-05,7.710368138233875e-05,0.0001708289771114698,0.009365842534080576,2.7541966171156442
km_substrate3_ADSS,9.0,0.015697266067763074,0.033918196369611534,0.002233156181694511,0.0028726078460531404,0.005269048318935635,0.0058962899024205,0.10603826245558164,2.160770940824412
km_product3_ADSS,9.0,2.467535266970399e-05,2.6756892043853402e-05,6.452450058561399e-07,6.7690826938754305e-06,1.5090509877860905e-05,3.084794377192647e-05,7.196162414992541e-05,1.0843570263011921
km_substrate1_AGTi,9.0,1.0433024601919591e-06,2.9792416963929808e-06,1.2297214277548976e-08,1.4558555630983278e-08,5.546762505061737e-08,1.0249579503622056e-07,8.98724245938522e-06,2.855587722705863
km_product1_AGTi,9.0,0.04114010223288254,0.09457338238101275,4.93627879717243e-05,0.0007128535803877145,0.001710984558224534,0.006463143193334026,0.28652195077466197,2.2988125271458846
km_substrate2_AGTi,9.0,0.0011504935736465548,0.003254019075198349,8.581430883113369e-06,2.238693656292572e-05,6.824611999054335e-05,0.00012354579879618336,0.009826676632533185,2.828367884650195
km_product2_AGTi,9.0,1.9914415900501242e-07,4.116464993489914e-07,1.1891548668741698e-08,2.0973356448399568e-08,3.9247247533364845e-08,1.3495300048745923e-07,1.2834585967614367e-06,2.0670779469792553
km_substrate1_AKGCITtm,9.0,4.232155638532334e-08,3.625742300494771e-08,2.2079500788887424e-09,6.245249295297536e-09,4.576590660609471e-08,6.794984734234702e-08,1.0231953750475615e-07,0.8567128929483651
km_product1_AKGCITtm,9.0,0.012287031687921533,0.02941739219831053,3.407141158485468e-05,0.00027893285507325067,0.0017627986950371512,0.005863005058953018,0.09040159477398865,2.394182170721394
km_substrate2_AKGCITtm,9.0,0.0007639500100127232,0.0013242092709645876,1.1150464426066135e-05,0.0001311978005712226,0.0003292844896376535,0.0005904037735494933,0.004213448344743284,1.7333716259032885
km_product2_AKGCITtm,9.0,1.7282694983398151e-06,1.5571715736454137e-06,1.0070973251068903e-07,5.53678094680279e-07,1.4426502262353532e-06,2.0987474240392104e-06,5.370753156819412e-06,0.9010004372241951
km_substrate1_AKGDam,9.0,0.0011865827253569727,0.0027471201565397365,1.597588514459778e-06,5.859663628898875e-05,0.00011318100285624546,0.0008041614974417672,0.008449575847998613,2.315152663050349
km_product1_AKGDam,9.0,0.08193825774409481,0.23258291604108944,0.00012893703254672446,0.00032401092747830337,0.0007907263214514121,0.005199498845313556,0.7017366393670464,2.8385142965509464
km_substrate2_AKGDam,9.0,2.951107941722e-06,4.434371651122661e-06,1.2960799856738057e-08,1.591636458643087e-07,8.388933041517185e-07,2.8080226378448966e-06,1.2673956579686751e-05,1.5026124895096729
km_product2_AKGDam,9.0,2.916696157329066e-05,3.0848654435024015e-05,1.5337759770412791e-06,8.141235082023418e-06,1.2953467725180985e-05,3.334744434566584e-05,8.895806438052714e-05,1.0576574579942997
km_substrate1_AKGDbm,9.0,0.06547058641172981,0.10505395397370954,6.359363903228934e-05,0.0009334202241763565,0.0018807126265355447,0.10027247421760453,0.26028564017024874,1.6045977244353489
km_product1_AKGDbm,9.0,0.01770308811891964,0.03075709802370493,0.0005782103574617313,0.0011197817888182397,0.003524935255864399,0.021567091376142312,0.09585317961637328,1.7373860321484935
km_substrate2_AKGDbm,9.0,0.002245262761400526,0.0036127963860204163,1.576667633122079e-05,0.00031404005369206476,0.0005183614598630677,0.001620054036426327,0.01114439914625315,1.6090750927374151
km_product2_AKGDbm,9.0,0.003377636034614946,0.005618122432061741,0.00019896585193330196,0.0005062449738390123,0.001292727683940917,0.0027687426663179386,0.017916330097469287,1.663329729575855
km_substrate1_AKGMAL,9.0,1.5931374750411127e-08,2.096819153293061e-08,5.368738155522436e-10,5.459432506972199e-09,9.267710972372187e-09,1.695475506343182e-08,6.91468249442965e-08,1.3161570712778257
km_product1_AKGMAL,9.0,0.0008836134921672297,0.0012358667264885093,3.620071267154494e-05,5.4262337933086045e-05,0.00018825945464077856,0.001628234542844623,0.002963976742989334,1.39865080993423
km_substrate2_AKGMAL,9.0,0.02064655044856483,0.05891464018374516,3.485484320086608e-05,0.00011959823588084188,0.0006531477814145992,0.002672944679164199,0.17772455607903884,2.853485880390271
km_product2_AKGMAL,9.0,1.4737338979709788e-08,8.873409504165276e-09,1.2912886915018816e-09,9.551839371803653e-09,1.4034557713424454e-08,2.1310260695501797e-08,3.061030155903537e-08,0.6021039155292616
km_substrate1_AKGMALtm,9.0,0.0009397635002100255,0.0018717764346971523,3.0685144295983773e-05,8.057394201048748e-05,0.00018846036539181175,0.0006778148301916457,0.005843432472168255,1.9917526423178102
km_product1_AKGMALtm,9.0,6.08408360769533e-05,9.161598992788794e-05,1.7168231938357723e-08,4.843422430690739e-06,1.8641452049712485e-05,7.505677322331585e-05,0.0002752980638490485,1.5058305545309947
km_substrate2_AKGMALtm,9.0,5.387428671915251e-06,8.961733215241915e-06,9.35012793653322e-08,4.355144011580017e-07,6.278996645998197e-07,4.554608971661339e-06,2.5305729519265105e-05,1.6634527825787409
km_product2_AKGMALtm,9.0,0.0010146280725514595,0.0010774988367043472,3.2021250486687785e-05,0.00024188593556504517,0.0008976839446766065,0.0012895823344703228,0.003479649008019175,1.0619643452154721
km_substrate_AKGt,9.0,2.047935632701821e-08,1.9641566981562057e-08,3.0748669749832666e-09,5.577736740027711e-09,1.255834400175886e-08,3.16902880462787e-08,5.35232104134348e-08,0.9590910313743178
km_product_AKGt,9.0,0.0022184149120867123,0.005295698744854772,0.00012941472627647787,0.00016568624421036838,0.0002107739118678122,0.0008385561028519001,0.016271179682412644,2.387154321764574
km_substrate1_ALATA_L,9.0,6.948537834142236e-05,9.076163686764102e-05,6.127410787818935e-07,1.0255417103071423e-06,3.5377350002732455e-05,0.00010729093400004512,0.0002803778503252577,1.3061976351582334
km_product1_ALATA_L,9.0,0.12875676248796658,0.37178102791440437,0.0002200632742136054,0.0018478103560834879,0.0026584238258633357,0.007491834889378058,1.1200753036700055,2.8874679724037833
km_substrate2_ALATA_L,9.0,0.0004675794024177696,0.0008040020605317873,4.266189871274442e-06,1.4565160817137688e-05,5.984482755736388e-05,0.0006735762264209558,0.002448165383500975,1.7194984560364213
km_product2_ALATA_L,9.0,0.5470469385698412,0.6233006349596496,0.005643964504915505,0.23597835667223516,0.43241847838913255,0.5675556293440434,2.0761944012073594,1.139391505579321
km_substrate1_ALATA_Lm,9.0,0.00011328601628831926,0.0001153552566125524,1.4834953848342129e-05,3.879896885292636e-05,8.344498414803486e-05,0.00010834130533230928,0.00037846437415138193,1.018265628821891
km_product1_ALATA_Lm,9.0,0.005228148711974932,0.008391437795401323,1.82855314843275e-05,0.0003807001302728652,0.0036944982249011533,0.004625551009395873,0.026735200179115372,1.6050495610771291
km_substrate2_ALATA_Lm,9.0,1.807669858481314e-06,3.0506233405223072e-06,1.1739071134351493e-07,5.609625040154239e-07,5.836741224551301e-07,1.8728402020567752e-06,9.744726749266974e-06,1.6875998270421135
km_product2_ALATA_Lm,9.0,0.0372830141384978,0.047447820640969335,0.0016855910226426388,0.0022421523442796125,0.02133125765178236,0.04281667547317134,0.13597030743113697,1.2726390753899786
km_substrate_ALAt2r,9.0,4.919627305831576e-07,6.132971073126849e-07,5.674289766368826e-09,1.1019990632050174e-07,1.8454423900617438e-07,6.084943828726038e-07,1.7503116055198631e-06,1.246633269527757
km_product_ALAt2r,9.0,0.0001345570780395428,0.00020191923939164144,3.5674793978770614e-06,1.7044695039687376e-05,5.417880405771547e-05,9.44594456061238e-05,0.0006162772093076338,1.5006214636461015
km_substrate_ALAtmi,9.0,0.0001328693517165316,0.000193158915754776,4.7995469331049815e-06,2.8928548464455172e-05,5.496253948307046e-05,8.104916285185426e-05,0.0005737246265670935,1.4537507202328221
km_product_ALAtmi,9.0,5.5564872215065356e-05,6.49913233613985e-05,1.4696186477180475e-06,1.1664836673670718e-05,2.3801313059683853e-05,8.213458768375051e-05,0.00017279924557494616,1.169647670741468
km_substrate1_ALCD26xi,9.0,3.928269037712522e-05,6.698597621818494e-05,2.5657075880838005e-07,1.5444581202894988e-05,1.7987936372919597e-05,2.102513835256361e-05,0.00021436077795776367,1.7052288317093391
km_product1_ALCD26xi,9.0,0.00018442298850629803,0.0005132115733991845,1.4068695116273483e-07,3.454100928017499e-06,1.2717849147448083e-05,1.661707317635121e-05,0.001552385342243023,2.7827961012661846
km_substrate2_ALCD26xi,9.0,0.0002199982690582566,0.00047142511835756293,3.892515645636857e-06,2.7175948876983446e-05,5.111005890776441e-05,8.809078877682382e-05,0.001461478154466963,2.142858306911166
km_product2_ALCD26xi,9.0,0.04632613574600971,0.10463385208556623,0.0006563058155548488,0.002781434749244242,0.00679743239695555,0.026739096644657262,0.3236697952358089,2.2586354419724906
km_substrate1_ALCD26xim,9.0,3.33169179868448e-06,2.3812839393831903e-06,2.0188526747885417e-07,9.988605500480707e-07,3.6360690146799636e-06,4.88673587104078e-06,6.658721494091133e-06,0.7147371615596141
